1,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 155696357
2,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 227679814
3,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 284965682
4,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 233837664
