1,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 535911918
2,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 323165198
3,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 347634775
4,  random query, CREATE TABLE CUSTOMERS(ID   INT  NOT NULL,NAME VARCHAR (20)     NOT NULL, AGE  INT NOT NULL, ADDRESS  CHAR (25) ,SALARY   DECIMAL (18, 2), PRIMARY KEY (ID));, 320642681
